// level params
levelID 1
width 14
height 12
cameraX 0
cameraY 0

// level objects
// tag type x y width height state isFlipped
// Y = 0
levelObject STONE 0 0 1 1 0 false
levelObject STONE 1 0 1 1 0 false
levelObject STONE 2 0 1 1 0 false
levelObject STONE 3 0 1 1 0 false
levelObject STONE 4 0 1 1 0 false
levelObject STONE 5 0 1 1 0 false
levelObject STONE 6 0 1 1 0 false
levelObject STONE 7 0 1 1 0 false
levelObject STONE 8 0 1 1 0 false
levelObject STONE 9 0 1 1 0 false
levelObject STONE 10 0 1 1 0 false
levelObject STONE 11 0 1 1 0 false
levelObject STONE 12 0 1 1 0 false
levelObject STONE 13 0 1 1 0 false
// Y = 1
levelObject STONE 0 1 1 1 3 false
levelObject STONE 1 1 1 1 3 false
levelObject STONE 2 1 1 1 3 false
levelObject STONE 3 1 1 1 3 false
levelObject STONE 4 1 1 1 3 false
levelObject STONE 5 1 1 1 3 false
levelObject STONE 8 1 1 1 3 false
levelObject STONE 9 1 1 1 3 false
levelObject STONE 10 1 1 1 3 false
levelObject STONE 11 1 1 1 3 false
levelObject STONE 12 1 1 1 0 false
levelObject STONE 13 1 1 1 0 false
// Y = 2
levelObject STONE 12 2 1 1 0 false
levelObject STONE 13 2 1 1 0 false
// Y = 3
levelObject STONE 12 3 1 1 3 false
levelObject STONE 13 3 1 1 0 false
// Y = 4
levelObject STONE 13 4 1 1 0 false
// Y = 5
levelObject STONE 12 5 1 1 2 false
levelObject STONE 13 5 1 1 0 false
// Y = 6
levelObject STONE 13 6 1 1 0 false
// Y = 7
levelObject STONE 0 7 1 1 0 false
levelObject STONE 1 7 1 1 0 false
levelObject STONE 2 7 1 1 0 false
levelObject STONE 3 7 1 1 0 false
levelObject STONE 4 7 1 1 0 false
levelObject STONE 5 7 1 1 0 false
levelObject STONE 6 7 1 1 0 false
levelObject STONE 7 7 1 1 0 false
levelObject STONE 8 7 1 1 0 false
levelObject STONE 9 7 1 1 0 false
levelObject STONE 12 7 1 1 2 false
levelObject STONE 13 7 1 1 0 false
// Y = 8
levelObject STONE 0 8 1 1 3 false
levelObject STONE 1 8 1 1 3 false
levelObject STONE 4 8 1 1 3 false
levelObject STONE 9 8 1 1 3 false
levelObject STONE 13 8 1 1 0 false
// Y = 9
levelObject STONE 13 9 1 1 0 false
// Y = 10
levelObject STONE 13 10 1 1 0 false
// Y = 11
levelObject STONE 13 11 1 1 0 false
// bottom border
levelObject STONE -1 -1 1 1 0 false
levelObject STONE 0 -1 1 1 0 false
levelObject STONE 1 -1 1 1 0 false
levelObject STONE 2 -1 1 1 0 false
levelObject STONE 3 -1 1 1 0 false
levelObject STONE 4 -1 1 1 0 false
levelObject STONE 5 -1 1 1 0 false
levelObject STONE 6 -1 1 1 0 false
levelObject STONE 7 -1 1 1 0 false
levelObject STONE 8 -1 1 1 0 false
levelObject STONE 9 -1 1 1 0 false
levelObject STONE 10 -1 1 1 0 false
levelObject STONE 11 -1 1 1 0 false
levelObject STONE 12 -1 1 1 0 false
levelObject STONE 13 -1 1 1 0 false
levelObject STONE 14 -1 1 1 0 false
// top border
levelObject STONE -1 12 1 1 0 false
levelObject STONE 0 12 1 1 0 false
levelObject STONE 1 12 1 1 0 false
levelObject STONE 2 12 1 1 0 false
levelObject STONE 3 12 1 1 0 false
levelObject STONE 4 12 1 1 0 false
levelObject STONE 5 12 1 1 0 false
levelObject STONE 6 12 1 1 0 false
levelObject STONE 7 12 1 1 0 false
levelObject STONE 8 12 1 1 0 false
levelObject STONE 9 12 1 1 0 false
levelObject STONE 10 12 1 1 0 false
levelObject STONE 11 12 1 1 0 false
levelObject STONE 12 12 1 1 0 false
levelObject STONE 13 12 1 1 0 false
levelObject STONE 14 12 1 1 0 false
// left border
levelObject STONE -1 0 1 1 0 false
levelObject STONE -1 1 1 1 0 false
levelObject STONE -1 2 1 1 0 false
levelObject STONE -1 3 1 1 0 false
levelObject STONE -1 4 1 1 0 false
levelObject STONE -1 5 1 1 0 false
levelObject STONE -1 6 1 1 0 false
levelObject STONE -1 7 1 1 0 false
levelObject STONE -1 8 1 1 0 false
levelObject STONE -1 9 1 1 0 false
levelObject STONE -1 10 1 1 0 false
levelObject STONE -1 11 1 1 0 false
// right border
levelObject STONE 14 0 1 1 0 false
levelObject STONE 14 1 1 1 0 false
levelObject STONE 14 2 1 1 0 false
levelObject STONE 14 3 1 1 0 false
levelObject STONE 14 4 1 1 0 false
levelObject STONE 14 5 1 1 0 false
levelObject STONE 14 6 1 1 0 false
levelObject STONE 14 7 1 1 0 false
levelObject STONE 14 8 1 1 0 false
levelObject STONE 14 9 1 1 0 false
levelObject STONE 14 10 1 1 0 false
levelObject STONE 14 11 1 1 0 false

// enemies
// spikes: x/y = 140/35 = 4
// tag type damage x y width height state isFlipped isMoving
// Y = 1
enemy SPIKES 34 6 1 1 0.25 0 false false
enemy SPIKES 34 7 1 1 0.25 0 false false
// Y = 8
enemy SPIKES 34 2 8 1 0.25 0 false false
enemy SPIKES 34 3 8 1 0.25 0 false false
enemy SPIKES 34 5 8 1 0.25 0 false false
enemy SPIKES 34 6 8 1 0.25 0 false false
enemy SPIKES 34 7 8 1 0.25 0 false false
enemy SPIKES 34 8 8 1 0.25 0 false false

// doors
// size: x/y = 70/110 = 0.64
// tag type x y width height state isFlipped
door DOOR 0 9 0.64 1 1 false
door DOOR 0 2 0.64 1 0 false

// player
// size: x/y = 72/97 = 0.74
// tag type x y width height heightStandard heightSmall state isFlipped health
player GREEN 0.2 2.02 0.37 0.5 0.5 0.37 0 false 100
